"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","44759","45712","33769","18191","2218","144649"
"Peak Shortage (MW)","2135","241","1325","155","203","4059"
"Energy Met (MU)","970","1093","770","370","40","3243"
"Hydro Gen(MU)","171","48","56","51","16","343"
"Wind Gen(MU)","15","5","4","----------","----------","25"
