"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38886","37181","32205","14223","2086","124581"
"Peak Shortage (MW)","1911","132","2186","461","93","4783"
"Energy Met (MU)","803","801","744","283","38","2669"
"Hydro Gen(MU)","93","32","82","23","6","236"
"Wind Gen(MU)","2","8","5","----------","----------","15"
