"","NR","WR","SR","ER","NER","All India"
"Coal","522","1026","426","391","12","2376"
"Lignite","19","11","45","0","0","75"
"Hydro","184","90","169","123","16","581"
"Nuclear","28","29","60","0","0","117"
"Gas, Naptha & Diesel","30","72","15","0","24","140"
"RES (Wind, Solar, Biomass & Others)","44","35","103","2","0","184"
"Total","825","1263","818","516","51","3473"
