"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","Frequency Profile (%)","0.00","0.00","0.00","0.00","0.00","0.00"
"SR GRID","Frequency Profile (%)","0.00","0.00","0.00","0.00","0.00","0.00"
