"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.47","10.01","11.48","77.82","10.69"
"SR GRID","0.00","0.00","1.47","10.01","11.48","77.82","10.69"
