"","NR","WR","SR","ER","NER","All India"
"Coal","547","1006","375","332","6","2267"
"Lignite","21","13","31","0","0","65"
"Hydro","355","93","120","139","22","730"
"Nuclear","28","31","55","0","0","114"
"Gas, Naptha & Diesel","35","37","16","0","19","108"
"RES (Wind, Solar, Biomass & Others)","79","91","289","2","0","461"
"Total","1065","1272","887","474","48","3746"
