"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6849","0","151.7","109.5","0.9","303","0.0"
"","Haryana","6088","0","125.3","106.6","-2.1","138","0.0"
"","Rajasthan","7241","0","157.6","77.6","2.0","440","0.0"
"","Delhi","4638","0","98.2","81.2","1.1","193","0.0"
"","UP","16743","250","336.5","153.6","1.1","603","0.0"
"","Uttarakhand","1622","0","33.8","12.5","0.3","115","0.0"
"","HP","1197","5","24.0","-2.7","2.6","164","0.0"
"","J&K","1929","482","34.8","11.5","-2.7","276","0.8"
"","Chandigarh","252","0","5.1","5.7","-0.6","1","0.0"
"WR","Chhattisgarh","3228","0","71.9","8.4","-1.1","103","0.0"
"","Gujarat","10818","0","243.6","52.3","-3.7","476","0.0"
"","MP","6640","0","140.2","81.1","0.6","382","0.0"
"","Maharashtra","16507","0","375.2","105.6","3.5","637","0.0"
"","Goa","416","0","9.2","8.1","0.6","47","0.0"
"","DD","287","0","6.4","6.3","0.0","35","0.0"
"","DNH","701","0","15.8","16.3","-0.4","8","0.0"
"","Essar steel","581","0","11.5","10.3","1.1","230","0.0"
"SR","Andhra Pradesh","6671","0","150.4","34.0","5.4","650","0.0"
"","Telangana","6678","0","139.2","71.2","-2.0","644","0.0"
"","Karnataka","7850","0","170.7","62.7","4.8","468","0.0"
"","Kerala","3255","0","62.8","49.2","1.4","310","0.0"
"","Tamil Nadu","14157","0","316.8","130.9","0.4","730","0.0"
"","Pondy","364","0","7.5","7.9","-0.4","28","0.0"
"ER","Bihar","4029","0","81.7","81.0","-1.1","225","0.0"
"","DVC","2852","0","59.4","-25.8","-0.2","250","0.0"
"","Jharkhand","1113","0","23.0","20.3","0.9","85","0.0"
"","Odisha","4044","0","75.0","20.2","0.8","220","0.0"
"","West Bengal","8039","0","151.8","49.9","0.1","225","0.0"
"","Sikkim","65","0","1.1","1.2","0.0","12","0.0"
"NER","Arunachal Pradesh","116","1","2.3","2.8","-0.4","6","0.0"
"","Assam","1513","172","28.9","22.7","2.3","186","1.6"
"","Manipur","125","1","2.1","2.0","0.1","7","0.0"
"","Meghalaya","248","0","4.8","-0.1","0.0","138","0.0"
"","Mizoram","68","1","1.2","1.0","0.1","18","0.0"
"","Nagaland","104","1","2.0","2.1","-0.2","26","0.0"
"","Tripura","263","4","4.2","2.7","-0.2","103","0.1"
