"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.5","-90.7","32.5","-47.2","2.7"
"Actual(MU)","112.6","-103.1","33.0","-45.3","3.3"
"O/D/U/D(MU)","13.1","-12.4","0.5","1.9","0.6"
