"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5067","0","106.3","44.8","-1.7","7","0.0"
"","Haryana","5944","0","118.8","75.6","-0.8","185","0.0"
"","Rajasthan","10770","0","222.7","65.4","-0.6","206","0.0"
"","Delhi","3529","0","61.2","55.6","-1.6","202","0.0"
"","UP","13158","870","276.5","118.6","0.3","372","0.2"
"","Uttarakhand","1878","0","34.7","18.2","0.1","135","0.0"
"","HP","1543","0","28.1","20.0","0.3","123","0.0"
"","J&K","2239","560","45.8","38.8","-0.3","228","10.8"
"","Chandigarh","188","0","3.2","3.6","-0.3","14","0.0"
"WR","Chhattisgarh","4260","0","96.9","41.2","0.1","566","0.3"
"","Gujarat","15382","0","333.7","112.0","1.7","564","0.0"
"","MP","11452","0","218.8","112.0","-0.8","641","0.0"
"","Maharashtra","21496","0","449.1","139.4","-0.1","371","0.0"
"","Goa","440","0","11.6","9.7","1.3","45","0.0"
"","DD","323","0","7.2","7.1","0.2","29","0.0"
"","DNH","777","0","18.1","18.0","0.1","85","0.0"
"","Essar steel","368","0","6.0","6.1","-0.2","263","0.0"
"SR","Andhra Pradesh","8838","0","196.6","74.7","-0.1","442","0.0"
"","Telangana","10083","0","223.7","105.6","0.1","404","0.0"
"","Karnataka","12321","0","244.2","82.6","0.4","590","0.0"
"","Kerala","3851","0","79.9","59.0","0.7","181","0.0"
"","Tamil Nadu","15844","0","340.7","185.9","-0.9","385","0.0"
"","Pondy","387","20","8.1","8.5","-0.4","20","0.0"
"ER","Bihar","4123","0","75.2","68.4","1.3","460","0.0"
"","DVC","3122","0","66.9","-50.5","-0.4","396","0.0"
"","Jharkhand","1000","0","23.9","18.6","-0.8","169","0.0"
"","Odisha","4526","0","88.4","32.7","1.7","267","0.0"
"","West Bengal","7603","0","137.9","37.3","1.3","309","0.0"
"","Sikkim","100","0","1.5","1.8","-0.3","18","0.0"
"NER","Arunachal Pradesh","126","1","2.2","2.3","-0.2","29","0.0"
"","Assam","1396","42","24.3","19.1","1.6","91","0.4"
"","Manipur","195","2","2.5","2.6","-0.2","45","0.0"
"","Meghalaya","366","0","6.3","5.2","0.0","36","0.0"
"","Mizoram","97","1","1.6","1.5","-0.1","15","0.0"
"","Nagaland","126","3","2.2","1.9","0.2","23","0.2"
"","Tripura","241","0","3.6","2.1","0.0","54","0.0"
