"Share of RES in total generation (%)","6.67","11.60","33.84","0.42","0.07","13.83"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","43.39","20.25","55.01","24.56","40.15","35.89"
