"","NR","WR","SR","ER","NER"
"Schedule(MU)","112.4","-59.6","36.3","-94.4","4.8"
"Actual(MU)","120.2","-51.6","35.8","-107.1","2.0"
"O/D/U/D(MU)","7.8","8.0","-0.5","-12.7","-2.8"
