"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","538","1101","467","388","8","2503"
"Hydro","348","26","110","85","30","599"
"Nuclear","28","27","24","0","0","79"
"Gas, Naptha & Diesel","17","39","24","0","24","103"
"RES (Wind, Solar, Biomass & Others)","79","166","309","0","0","555"
"Total","1011","1359","933","474","62","3839"
