"","NR","WR","SR","ER","NER","All India"
"Coal","450","997","277","344","11","2079"
"Lignite","18","15","47","0","0","80"
"Hydro","142","56","167","75","13","454"
"Nuclear","28","22","59","0","0","109"
"Gas, Naptha & Diesel","24","38","16","0","24","102"
"RES (Wind, Solar, Biomass & Others)","47","61","114","2","0","223"
"Total","710","1189","679","421","48","3047"
