"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.3","-97.4","33.4","-44.6","4.5"
"Actual(MU)","104.5","-108.4","36.3","-44.1","10.0"
"O/D/U/D(MU)","0.2","-11.0","2.9","0.5","5.5"
