"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.9","-65.9","38.6","-76.0","7.0"
"Actual(MU)","90.1","-81.5","38.3","-65.6","10.5"
"O/D/U/D(MU)","-1.8","-15.6","-0.3","10.4","3.5"
