"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4417","0","85.7","50.2","0.2","161"
"","Haryana","5658","0","97.3","65.2","-0.6","185"
"","Rajasthan","7377","0","159.7","64.0","2.2","294"
"","Delhi","3211","0","58.6","41.1","0.1","220"
"","UP","9887","2560","212.0","85.9","-1.4","271"
"","Uttarakhand","1674","40","33.7","22.6","1.4","147"
"","HP","1340","0","25.0","15.3","1.8","163"
"","J&K","1807","319","38.4","29.5","-1.0","75"
"","Chandigarh","183","0","3.3","3.5","0.3","10"
"WR","Chhattisgarh","3641","96","85.2","30.9","3.9","357"
"","Gujarat","12358","0","273.2","70.5","2.1","469"
"","MP","6168","0","125.0","67.3","-0.8","211"
"","Maharashtra","18836","49","397.4","109.0","2.3","521"
"","Goa","485","0","9.5","8.6","0.4","89"
"","DD","288","0","6.4","6.4","0.1","30"
"","DNH","675","0","15.6","15.8","0.3","27"
"","Essar steel","507","0","11.0","10.7","0.3","137"
"SR","Andhra Pradesh","6700","0","150.5","20.2","0.7","414"
"","Telangana","6378","0","150.0","85.5","3.0","275"
"","Karnataka","9119","400","205.1","23.6","1.5","419"
"","Kerala","3518","125","67.5","40.2","2.2","247"
"","Tamil Nadu","12587","867","291.8","110.7","6.5","509"
"","Pondy","316","0","6.5","6.6","-0.1","28"
"ER","Bihar","2716","150","55.2","51.3","-1.7","60"
"","DVC","2648","0","57.9","-15.0","-0.4","130"
"","Jharkhand","1089","0","22.9","11.5","-0.2","160"
"","Odisha","3933","0","75.8","22.9","2.6","310"
"","West Bengal","7214","0","143.4","31.9","1.8","170"
"","Sikkim","96","0","0.9","1.1","-0.2","30"
"NER","Arunachal Pradesh","102","1","1.5","1.1","0.3","40"
"","Assam","1170","126","20.9","13.9","2.4","220"
"","Manipur","129","9","1.6","2.0","-0.5","34"
"","Meghalaya","310","1","5.0","4.1","-0.5","72"
"","Mizoram","76","2","1.1","0.9","0.3","29"
"","Nagaland","123","2","2.2","1.3","0.8","58"
"","Tripura","228","1","3.3","0.6","0.6","71"
