"Share of RES in total generation (%)","5.20","7.85","16.36","0.19","0.03","8.01"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","34.82","13.39","28.99","12.28","27.26","22.26"
