"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","309.4","-252.8","9.9","-74.7","8.4","0.2"
"Actual(MU)","311.3","-259.2","13.7","-68.1","7.8","5.5"
"O/D/U/D(MU)","1.9","-6.4","3.8","6.7","-0.6","5.4"
