"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","236.9","-274.9","133.5","-102.4","6.8","0.0"
"Actual(MU)","233.8","-295.1","163.0","-103.7","4.0","2.0"
"O/D/U/D(MU)","-3.1","-20.2","29.5","-1.3","-2.8","2.0"
