"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6280","0","126.0","66.5","-0.7","86","0.0"
"","Haryana","6895","0","133.0","91.0","0.1","223","0.1"
"","Rajasthan","14198","0","249.7","76.3","-3.0","176","0.0"
"","Delhi","4434","0","73.4","56.5","0.6","340","0.0"
"","UP","16191","150","295.5","122.8","-0.1","740","1.9"
"","Uttarakhand","2233","0","40.1","22.8","0.1","147","0.0"
"","HP","1732","0","31.1","24.0","-0.3","128","0.0"
"","J&K(UT) and Ladakh(UT)","2508","627","51.1","45.1","-0.2","339","12.6"
"","Chandigarh","267","0","4.2","3.9","0.3","31","0.0"
"WR","Chhattisgarh","3313","0","71.8","26.4","-1.4","352","0.0"
"","Gujarat","15885","0","337.3","88.0","3.9","544","0.0"
"","MP","14555","0","267.7","133.1","0.8","460","0.0"
"","Maharashtra","22086","0","452.7","138.3","-3.3","572","0.0"
"","Goa","458","0","9.6","9.4","-0.3","28","0.0"
"","DD","329","0","7.3","6.8","0.5","47","0.0"
"","DNH","761","0","17.9","17.9","0.0","38","0.0"
"","Essar steel","786","0","6.2","6.3","-0.1","265","0.0"
"SR","Andhra Pradesh","9304","0","188.1","67.6","-0.1","541","0.0"
"","Telangana","11527","0","226.7","117.9","0.1","399","0.0"
"","Karnataka","12618","0","238.3","74.6","-0.8","830","0.0"
"","Kerala","3676","0","75.4","57.1","1.7","201","0.0"
"","Tamil Nadu","14746","0","314.7","167.1","1.0","604","0.0"
"","Pondy","368","0","7.5","7.6","0.0","58","0.0"
"ER","Bihar","4435","0","79.6","74.1","1.5","200","0.0"
"","DVC","3166","0","67.0","-38.0","-0.4","250","0.0"
"","Jharkhand","1287","0","25.7","20.1","0.3","70","0.0"
"","Odisha","3911","0","72.0","5.6","0.0","180","0.0"
"","West Bengal","6389","0","121.4","35.5","0.0","170","0.0"
"","Sikkim","135","0","2.1","1.9","0.2","25","0.0"
"NER","Arunachal Pradesh","124","3","2.2","2.2","-0.1","33","0.0"
"","Assam","1359","37","23.9","20.1","1.1","159","0.3"
"","Manipur","194","4","2.3","3.1","-0.7","45","0.0"
"","Meghalaya","386","2","6.7","6.1","0.0","38","0.3"
"","Mizoram","108","4","1.6","1.8","-0.5","24","0.0"
"","Nagaland","116","3","2.1","2.1","-0.1","10","0.0"
"","Tripura","223","11","3.7","1.6","-0.1","33","0.0"
