"","NR","WR","SR","ER","NER"
"Schedule(MU)","134.4","-95.2","41.2","-82.2","2.5"
"Actual(MU)","112.2","-103.7","41.3","-63.5","4.1"
"O/D/U/D(MU)","-22.2","-8.5","0.1","18.7","1.6"
