"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.9","-66.0","42.8","-78.4","7.0"
"Actual(MU)","79.8","-72.0","42.4","-61.4","10.4"
"O/D/U/D(MU)","-12.1","-6.0","-0.4","17.0","3.4"
