"","NR","WR","SR","ER","NER"
"Schedule(MU)","89.7","-55.7","53.1","-95.9","6.5"
"Actual(MU)","76.1","-51.3","53.5","-84.0","0.5"
"O/D/U/D(MU)","-13.6","4.4","0.4","11.9","-6.0"
