"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","158.4","-126.6","44.4","-79.4","3.9","0.7"
"Actual(MU)","153.6","-122.5","33.2","-72.5","6.8","-1.4"
"O/D/U/D(MU)","-4.8","4.2","-11.2","6.9","2.9","-2.1"
