"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5667","0","115.7","63.0","-0.3","326"
"","Haryana","5812","0","117.7","81.6","-2.0","243"
"","Rajasthan","7931","0","170.9","42.5","0.1","379"
"","Delhi","4593","0","96.2","75.1","-0.5","325"
"","UP","12257","1350","264.8","129.2","-1.2","403"
"","Uttarakhand","1581","75","32.7","20.7","0.4","190"
"","HP","1181","0","24.9","8.6","-0.1","119"
"","J&K","1512","100","33.1","19.2","-0.2","106"
"","Chandigarh","271","0","5.2","4.5","0.7","54"
"WR","Chhattisgarh","3072","49","73.7","20.5","-0.5","113"
"","Gujarat","12991","0","288.6","35.6","-1.3","296"
"","MP","6693","0","150.4","77.2","-5.1","348"
"","Maharashtra","18219","55","385.3","117.0","0.8","434"
"","Goa","421","0","8.9","6.8","1.8","100"
"","DD","271","0","5.7","4.5","1.2","11"
"","DNH","670","0","15.3","14.1","1.1","33"
"","Essar steel","566","0","11.1","11.4","-0.2","0"
"SR","Andhra Pradesh","10928","800","256.0","97.1","4.0","540"
"","Karnataka","7511","600","162.4","21.0","3.6","350"
"","Kerala","3267","75","60.6","28.8","1.2","248"
"","Tamil Nadu","12103","1145","273.1","95.6","1.4","369"
"","Pondy","341","0","7.0","6.9","0.1","40"
"ER","Bihar","2312","300","40.7","40.9","-0.9","60"
"","DVC","2399","0","56.0","-14.5","-2.1","100"
"","Jharkhand","856","0","19.5","10.7","-1.9","90"
"","Odisha","3605","0","73.4","21.5","0.8","300"
"","West Bengal","6243","0","124.7","29.8","0.3","350"
"","Sikkim","72","0","0.9","1.6","-0.7","25"
"NER","Arunachal Pradesh","100","2","1.7","1.0","0.8","42"
"","Assam","1212","128","18.6","12.3","1.8","193"
"","Manipur","103","2","1.4","0.9","0.5","42"
"","Meghalaya","220","5","2.9","1.2","1.0","99"
"","Mizoram","69","1","0.9","0.7","0.0","30"
"","Nagaland","80","3","1.4","1.2","0.0","42"
"","Tripura","226","2","2.8","0.2","0.7","81"
