"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","46271","43177","37949","18549","2361","148307"
"Peak Shortage (MW)","545","0","0","0","39","584"
"Energy Met (MU)","930","1078","973","355","41","3376"
"Hydro Gen (MU)","134","58","75","31","7","305"
"Wind Gen (MU)","5","16","21","----------","----------","42"
"Solar Gen (MU)*","32.42","20.90","94.28","1.27","0.03","149"
"Energy Shortage (MU)","9.1","0.0","0.0","0.0","1.8","10.9"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","47047","51697","46617","18722","2458","163366"
"","19:37","09:40","09:28","18:23","17:47","09:26"
