"Share of RES in total generation (%)","11.72","7.00","22.46","0.25","0.07","10.91"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","32.54","12.00","35.91","7.16","13.40","21.51"
