"","NR","WR","SR","ER","NER"
"Schedule(MU)","109.9","-100.1","51.4","-52.7","-9.7"
"Actual(MU)","93.8","-94.9","56.6","-48.8","-9.1"
"O/D/U/D(MU)","-16.1","5.2","5.2","3.9","0.6"
