"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","150.9","-160.0","55.9","-51.1","1.6","-2.7"
"Actual(MU)","148.1","-166.9","50.7","-42.0","3.0","-7.0"
"O/D/U/D(MU)","-2.8","-6.8","-5.2","9.1","1.4","-4.3"
