"","NR","WR","SR","ER","NER"
"Schedule(MU)","136.1","-77.1","37.9","-100.5","7.2"
"Actual(MU)","145.0","-98.5","38.3","-93.5","8.5"
"O/D/U/D(MU)","8.9","-21.4","0.4","7.0","1.3"
