"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.9","2.4","1.9","92.2","5.8"
"SR GRID","0.0","0.0","2.2","10.5","2.2","93.6","4.2"
