"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","43462","42991","34688","17559","2390","141090"
"Peak Shortage (MW)","808","137","0","100","142","1187"
"Energy Met (MU)","1065","1034","746","386","44","3275"
"Hydro Gen(MU)","292","14","36","35","17","395"
"Wind Gen(MU)","36","99","52","----------","----------","186"
