"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","485","971","412","392","8","2269"
"Hydro","328","22","109","97","29","585"
"Nuclear","27","30","52","0","0","109"
"Gas, Naptha & Diesel","20","39","25","0","22","106"
"RES (Wind, Solar, Biomass & Others)","46","149","295","1","0","491"
"Total","907","1212","893","490","58","3560"
