"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8643","940","194.2","124.9","0.5","158"
"","Haryana","7728","64","172.0","112.3","-1.4","298"
"","Rajasthan","6633","0","150.4","47.0","-6.1","0"
"","Delhi","5020","0","104.0","85.5","-2.8","65"
"","UP","11171","1340","246.6","128.2","-2.6","351"
"","Uttarakhand","1621","0","33.8","16.9","-0.3","156"
"","HP","1193","0","25.5","1.8","0.1","79"
"","J&K","1629","100","31.2","18.4","-1.2","126"
"","Chandigarh","291","0","5.9","6.0","-0.1","45"
"WR","Chhattisgarh","3025","17","68.5","26.7","3.7","364"
"","Gujarat","9101","46","204.8","42.5","1.8","489"
"","MP","5445","10","111.0","41.2","-2.5","284"
"","Maharashtra","13433","78","294.0","60.7","3.8","663"
"","Goa","340","1","7.0","6.4","0.2","35"
"","DD","255","0","6.1","5.5","0.6","74"
"","DNH","600","1","13.7","12.8","0.9","85"
"","Essar steel","473","23","10.0","10.4","-0.4","0"
"SR","Andhra Pradesh","9334","0","206.3","85.3","0.9","289"
"","Karnataka","6745","600","137.0","11.7","0.6","307"
"","Kerala","2867","150","51.2","27.6","0.9","207"
"","Tamil Nadu","11051","581","245.1","80.0","0.9","382"
"","Pondy","300","0","6.2","6.9","-0.7","7"
"ER","Bihar","2134","450","43.2","46.2","-3.1","110"
"","DVC","2634","0","59.1","-21.8","0.3","410"
"","Jharkhand","983","0","20.4","15.6","-2.2","0"
"","Odisha","3467","200","68.8","16.9","2.5","340"
"","West Bengal","6554","18","135.3","41.4","4.2","290"
"","Sikkim","79","0","1.2","1.6","-0.4","14"
"NER","Arunachal Pradesh","97","3","1.1","1.9","-0.8","21"
"","Assam","1145","155","22.6","15.5","2.0","216"
"","Manipur","112","4","1.7","2.4","-0.7","4"
"","Meghalaya","255","7","4.3","0.8","-0.5","26"
"","Mizoram","54","2","1.0","1.1","-0.1","13"
"","Nagaland","94","4","1.6","1.5","-0.2","18"
"","Tripura","199","24","3.5","1.7","-0.1","31"
