"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.2","-95.4","34.4","-47.4","6.5"
"Actual(MU)","97.7","-104.7","34.5","-40.0","9.4"
"O/D/U/D(MU)","-2.5","-9.3","0.1","7.4","2.9"
