"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","532","1030","450","381","9","2402"
"Hydro","352","28","190","117","24","711"
"Nuclear","27","25","24","0","0","76"
"Gas, Naptha & Diesel","22","37","22","0","16","97"
"RES (Wind, Solar, Biomass & Others)","72","104","245","1","0","423"
"Total","1005","1224","932","499","49","3709"
