"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4352","0","84.0","50.8","-0.2","142"
"","Haryana","5493","0","95.7","66.4","2.0","412"
"","Rajasthan","6956","0","148.9","61.2","1.6","234"
"","Delhi","3283","0","57.5","40.6","-0.2","200"
"","UP","10026","2145","211.5","81.5","-1.0","215"
"","Uttarakhand","1606","80","32.8","21.1","1.9","223"
"","HP","1341","0","24.3","15.0","1.3","180"
"","J&K","1776","313","37.0","29.5","-1.7","105"
"","Chandigarh","190","0","3.4","3.5","0.3","25"
"WR","Chhattisgarh","3479","96","82.9","28.5","2.1","366"
"","Gujarat","11743","0","265.5","67.4","0.9","348"
"","MP","6097","0","120.2","63.1","-1.9","238"
"","Maharashtra","18287","47","385.7","109.2","-0.3","475"
"","Goa","401","0","8.2","8.0","-0.3","11"
"","DD","306","0","6.5","6.4","0.1","50"
"","DNH","700","0","16.0","16.2","0.7","34"
"","Essar steel","554","0","11.7","11.0","0.7","179"
"SR","Andhra Pradesh","6572","0","148.6","20.7","1.5","595"
"","Telangana","6336","0","147.0","82.3","3.4","325"
"","Karnataka","9214","400","201.0","25.2","2.1","381"
"","Kerala","3574","125","67.1","39.6","2.0","210"
"","Tamil Nadu","12319","1177","275.1","108.5","2.7","671"
"","Pondy","317","0","6.5","6.6","-0.1","26"
"ER","Bihar","2702","50","52.4","50.2","-2.6","90"
"","DVC","2546","0","57.0","-16.1","-0.9","80"
"","Jharkhand","1057","0","22.8","12.0","-0.2","110"
"","Odisha","3668","0","75.0","24.5","3.6","240"
"","West Bengal","7163","0","146.0","33.0","3.6","230"
"","Sikkim","89","0","0.8","1.1","-0.4","25"
"NER","Arunachal Pradesh","98","1","1.5","1.0","0.6","43"
"","Assam","1160","125","20.4","13.6","2.3","166"
"","Manipur","123","15","1.6","2.0","-0.4","26"
"","Meghalaya","325","1","5.0","4.1","-0.6","36"
"","Mizoram","70","0","1.1","0.9","0.2","34"
"","Nagaland","113","3","2.1","1.3","0.8","48"
"","Tripura","220","1","2.5","0.5","-0.1","100"
