"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.4","0.0","86.7","13.3"
"SR GRID","0.0","0.0","1.5","9.7","1.5","88.2","10.3"
