"","NR","WR","SR","ER","NER"
"Schedule(MU)","132.3","-105.3","46.6","-77.8","2.7"
"Actual(MU)","109.5","-99.6","47.3","-57.9","1.5"
"O/D/U/D(MU)","-22.8","5.7","0.7","19.9","-1.2"
