"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5380","0","106.6","48.9","0.3","287"
"","Haryana","4977","0","97.0","66.9","0.0","354"
"","Rajasthan","8857","0","179.7","56.6","-0.4","164"
"","Delhi","2850","69","51.0","37.7","-1.4","117"
"","UP","11008","675","235.7","95.5","-2.4","339"
"","Uttarakhand","1473","0","28.2","19.2","-0.6","106"
"","HP","1084","0","20.2","13.9","-0.2","65"
"","J&K","1564","100","31.6","24.3","-0.5","213"
"","Chandigarh","160","0","2.9","3.2","-0.3","0"
"WR","Chhattisgarh","3026","55","70.1","18.9","0.3","332"
"","Gujarat","10986","13","244.9","45.1","-0.9","535"
"","MP","6575","13","140.0","66.1","0.2","257"
"","Maharashtra","16320","96","352.8","93.2","1.9","480"
"","Goa","377","1","7.9","7.2","-0.1","34"
"","DD","250","0","6.1","5.7","0.4","21"
"","DNH","579","1","9.6","10.3","-0.7","49"
"","Essar steel","618","1","11.9","12.0","-0.1","102"
"SR","Andhra Pradesh","11667","600","277.8","101.7","5.8","703"
"","Karnataka","8304","850","179.6","20.9","1.1","927"
"","Kerala","3202","0","59.5","34.2","1.3","183"
"","Tamil Nadu","11635","659","259.5","93.0","0.6","411"
"","Pondy","305","0","5.6","5.9","-0.4","0"
"ER","Bihar","2029","200","40.7","39.2","-0.9","170"
"","DVC","2460","0","55.9","-20.1","-1.5","210"
"","Jharkhand","896","0","20.3","10.3","-0.7","70"
"","Odisha","3593","0","69.3","15.5","1.1","290"
"","West Bengal","6139","18","116.7","31.9","4.0","390"
"","Sikkim","75","0","1.0","1.4","-0.4","16"
"NER","Arunachal Pradesh","113","2","1.4","1.3","0.2","43"
"","Assam","1028","85","15.5","9.5","1.7","199"
"","Manipur","113","3","1.5","1.5","0.1","41"
"","Meghalaya","248","12","3.7","2.1","0.7","110"
"","Mizoram","73","2","1.0","0.9","-0.1","16"
"","Nagaland","94","3","1.4","1.1","0.0","35"
"","Tripura","203","2","2.9","0.5","0.3","53"
