"Share of RES in total generation (%)","4.79","8.12","32.49","0.11","0.08","11.52"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","43.18","11.68","53.72","20.36","42.33","30.82"
