"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","48937","41492","33942","19419","2559","146349"
"Peak Shortage (MW)","458","0","0","400","38","896"
"Energy Met (MU)","1201","1042","782","436","49","3510"
"Hydro Gen (MU)","232","19","144","97","23","514"
"Wind Gen (MU)","14","95","195","----------","----------","304"
"Solar Gen (MU)*","15.46","10.5","27.58","0.54","0.02","54"
"Energy Shortage (MU)","9.6","0.0","0.0","1.2","0.6","11.4"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","57427","49803","35577","20686","2504","158283"
"","00:12","06:14","07:22","00:02","19:57","01:10"
