"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.3","-82.4","33.3","-52.1","5.0"
"Actual(MU)","112.9","-103.6","38.1","-50.2","7.1"
"O/D/U/D(MU)","15.6","-21.3","4.8","1.9","2.1"
