"","NR","WR","SR","ER","NER","All India"
"Coal","575","1146","507","458","13","2698"
"Lignite","16","15","37","0","0","68"
"Hydro","321","19","39","87","20","485"
"Nuclear","28","29","54","0","0","111"
"Gas, Naptha & Diesel","40","43","16","0","28","127"
"RES (Wind, Solar, Biomass & Others)","54","133","331","2","0","519"
"Total","1033","1384","984","547","61","4009"
