"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","687","1217","580","358","5","2847"
"Hydro","226","40","100","105","20","492"
"Nuclear","23","15","34","0","0","72"
"Gas, Naptha & Diesel","72","97","24","0","25","218"
"RES (Wind, Solar, Biomass & Others)","48","41","148","1","0","239"
"Total","1056","1410","885","465","50","3867"
