"","NR","WR","SR","ER","NER"
"Schedule(MU)","98.6","-109.0","39.4","-34.8","6.0"
"Actual(MU)","86.0","-103.2","44.3","-30.0","5.1"
"O/D/U/D(MU)","-12.6","5.8","4.9","4.8","-0.9"
