"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","243.1","-227.8","53.1","-65.5","-7.5","-4.6"
"Actual(MU)","261.5","-232.7","35.1","-60.6","-10.2","-7.0"
"O/D/U/D(MU)","18.4","-4.9","-18.0","4.8","-2.7","-2.4"
