"","NR","WR","SR","ER","NER"
"Schedule(MU)","74.9","-107.0","37.8","-14.6","6.2"
"Actual(MU)","83.2","-117.4","43.3","-17.4","7.0"
"O/D/U/D(MU)","8.3","-10.3","5.5","-2.8","0.8"
