"","NR","WR","SR","ER","NER"
"Schedule(MU)","85.9","-109.5","38.5","-24.7","6.3"
"Actual(MU)","82.0","-126.0","43.1","-13.7","9.9"
"O/D/U/D(MU)","-3.9","-16.5","4.6","11.0","3.6"
