"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.60","4.29","17.72","23.66","52.87","23.47"
"SR GRID","0.00","1.60","4.29","17.72","23.66","52.87","B. Frequency Profile (%)23.47"
