"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.38","16.52","17.89","69.20","12.91"
"SR GRID","0.00","0.00","1.38","16.52","17.89","69.20","12.91"
