"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","4.3","3.4","4.3","94.9","0.7"
"SR GRID","0","0.2","11.1","35.1","11.3","87.4","1.3"
