"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.6","-57.8","33.5","-78.3","4.6"
"Actual(MU)","116.2","-57.2","34.2","-84.6","0.7"
"O/D/U/D(MU)","12.6","0.6","0.7","-6.3","-3.9"
