"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.6","3.0","4.2","3.6","94.5","1.9"
"SR GRID","0.0","0.1","6.5","11.6","6.6","90.8","2.6"
