"","NR","WR","SR","ER","NER"
"Schedule(MU)","88.8","-49.4","38.0","-96.8","7.1"
"Actual(MU)","84.7","-43.6","40.2","-91.9","8.2"
"O/D/U/D(MU)","-4.1","5.8","2.2","4.9","1.1"
