"Share of RES in total generation (%)","6.38","7.84","19.59","0.43","0.04","9.08"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.11","12.50","31.69","15.84","41.13","23.83"
