"","NR","WR","SR","ER","NER"
"Schedule(MU)","110.8","-62.0","37.0","-92.5","7.6"
"Actual(MU)","101.7","-68.2","38.6","-81.5","8.0"
"O/D/U/D(MU)","-9.1","-6.2","1.6","11.0","0.4"
