"","NR","WR","SR","ER","NER"
"Schedule(MU)","84.7","-106.4","61.1","-44.3","2.3"
"Actual(MU)","81.9","-105.6","66.6","-40.4","0.8"
"O/D/U/D(MU)","-2.8","0.8","5.5","3.9","-1.5"
