"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5186","0","99.7","47.8","2.6","206"
"","Haryana","5690","0","104.9","55.3","-1.2","172"
"","Rajasthan","9438","0","203.7","68.1","7.1","435"
"","Delhi","3181","3","58.5","38.9","-1.0","52"
"","UP","8797","1250","219.6","93.9","0.3","261"
"","Uttarakhand","1714","80","32.9","23.8","1.2","174"
"","HP","1340","0","24.4","18.2","0.5","117"
"","J&K","1898","0","39.5","29.4","3.2","317"
"","Chandigarh","185","0","3.4","3.3","0.1","14"
"WR","Chhattisgarh","3043","18","63.6","10.7","0.7","279"
"","Gujarat","12728","0","281.6","66.2","0.2","496"
"","MP","9396","0","198.9","125.6","-1.0","419"
"","Maharashtra","17434","221","381.7","106.4","-4.5","527"
"","Goa","385","0","7.5","7.3","0.0","59"
"","DD","245","0","5.0","5.0","0.0","30"
"","DNH","637","0","14.0","14.4","-0.4","75"
"","Essar steel","390","0","8.2","8.7","-0.5","98"
"SR","Andhra Pradesh","5743","0","130.4","20.8","2.4","412"
"","Telangana","5517","0","120.0","71.7","1.6","298"
"","Karnataka","7710","300","161.2","21.0","1.5","1085"
"","Kerala","3162","275","60.6","32.3","2.6","268"
"","Tamil Nadu","11411","783","236.6","68.3","-0.9","441"
"","Pondy","301","0","6.2","6.1","0.1","22"
"ER","Bihar","2706","50","48.5","51.2","-4.4","160"
"","DVC","2916","0","59.2","-13.9","0.9","190"
"","Jharkhand","1001","0","19.5","10.1","-2.3","80"
"","Odisha","3404","0","63.4","23.3","0.5","220"
"","West Bengal","6302","0","110.4","13.7","1.2","260"
"","Sikkim","105","0","1.7","1.6","0.1","35"
"NER","Arunachal Pradesh","108","4","1.7","1.4","0.3","39"
"","Assam","1130","116","21.6","13.3","4.1","204"
"","Manipur","128","5","2.2","2.1","0.0","31"
"","Meghalaya","196","0","4.2","3.7","-0.5","77"
"","Mizoram","74","3","1.2","1.0","0.1","22"
"","Nagaland","90","4","1.9","1.2","0.2","39"
"","Tripura","195","0","2.6","0.5","-0.1","56"
