"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4635","0","98.7","46.1","0.9","200"
"","Haryana","6348","0","112.7","66.7","0.0","199"
"","Rajasthan","9532","0","199.1","74.3","3.1","425"
"","Delhi","3437","31","64.6","51.4","-0.9","192"
"","UP","10739","1080","224.5","113.9","-2.1","338"
"","Uttarakhand","1665","0","32.9","21.2","2.2","202"
"","HP","1316","0","24.3","17.3","-0.1","89"
"","J&K","1878","469","38.6","29.7","0.6","190"
"","Chandigarh","188","0","3.5","3.6","0.3","8"
"WR","Chhattisgarh","3333","96","72.1","20.3","-0.1","172"
"","Gujarat","13555","0","298.5","69.5","-2.4","587"
"","MP","9071","0","200.3","136.1","-2.1","448"
"","Maharashtra","19902","492","435.3","125.4","-0.9","461"
"","Goa","391","0","8.8","7.0","1.3","52"
"","DD","301","0","6.7","6.5","0.1","35"
"","DNH","709","0","16.3","16.6","-0.2","33"
"","Essar steel","321","0","6.5","8.0","-1.5","56"
"SR","Andhra Pradesh","6355","0","140.8","24.4","1.2","506"
"","Telangana","6463","0","143.3","80.9","0.9","408"
"","Karnataka","7145","1000","155.6","34.9","1.8","663"
"","Kerala","3357","0","61.3","45.3","2.7","245"
"","Tamil Nadu","12481","0","255.8","128.4","6.1","596"
"","Pondy","311","0","6.2","6.5","-0.3","23"
"ER","Bihar","3283","0","63.5","62.3","1.2","280"
"","DVC","2441","0","58.6","-7.5","0.4","245"
"","Jharkhand","1012","0","23.3","12.1","0.1","150"
"","Odisha","3785","0","72.0","21.5","1.4","340"
"","West Bengal","6963","0","132.6","35.0","1.9","410"
"","Sikkim","96","0","1.8","1.0","0.9","20"
"NER","Arunachal Pradesh","101","6","1.8","1.8","0.1","36"
"","Assam","1351","34","23.5","15.7","2.6","145"
"","Manipur","149","5","2.2","2.3","0.0","32"
"","Meghalaya","289","0","3.1","4.7","-2.2","82"
"","Mizoram","77","4","1.3","1.3","0.0","14"
"","Nagaland","106","6","1.7","1.6","0.0","40"
"","Tripura","226","0","3.8","1.0","0.7","39"
