"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.70","15.38","17.08","66.85","16.06"
"SR GRID","0.00","0.00","1.70","15.38","17.08","66.85","16.06"
