"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","41828","42125","32612","16286","2171","135022"
"Peak Shortage (MW)","1434","189","1545","450","206","3824"
"Energy Met (MU)","905","944","781","340","41","3010"
"Hydro Gen(MU)","256","22","68","69","24","439"
"Wind Gen(MU)","25","31","19","----------","----------","75"
