"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.60","3.09","24.35","28.04","61.90","10.06"
"SR GRID","0.00","0.60","3.10","24.40","28.00","61.90","10.10"
