"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.9","-84.8","37.4","-64.8","7.4"
"Actual(MU)","116.9","-111.7","42.8","-59.3","9.3"
"O/D/U/D(MU)","14.0","-26.9","5.4","5.6","1.9"
